Date,Open,High,Low,Close,Adj Close,Volume
2023-06-21,0.240849,0.247623,0.232280,0.247554,0.247554,196130074
2023-06-22,0.247555,0.262585,0.246715,0.261104,0.261104,312637777
2023-06-23,0.261091,0.276703,0.260397,0.264991,0.264991,310794673
2023-06-24,0.265018,0.277448,0.264461,0.271592,0.271592,224434223
2023-06-25,0.271595,0.272310,0.261933,0.265666,0.265666,190680595
2023-06-26,0.265656,0.277215,0.264846,0.268035,0.268035,206973033
2023-06-27,0.268021,0.268159,0.255103,0.256974,0.256974,193595769
2023-06-28,0.256973,0.263751,0.255692,0.261478,0.261478,179417916
2023-06-29,0.261484,0.261720,0.242664,0.244740,0.244740,254025066
2023-06-30,0.244733,0.254051,0.244855,0.253566,0.253566,180136579
2023-07-01,0.253511,0.273635,0.249861,0.262866,0.262866,474089807
2023-07-02,0.262867,0.268227,0.259013,0.267798,0.267798,208430676
2023-07-03,0.267809,0.268666,0.263465,0.267752,0.267752,177372741
2023-07-04,0.267740,0.274333,0.266988,0.271514,0.271514,179934630
2023-07-05,0.271535,0.275960,0.267534,0.268886,0.268886,215579941
2023-07-06,0.268891,0.271749,0.258711,0.262052,0.262052,213300137
2023-07-07,0.262043,0.269911,0.255630,0.256843,0.256843,264703735
2023-07-08,0.256803,0.261240,0.255231,0.259390,0.259390,190038302
2023-07-09,0.259384,0.266367,0.257678,0.264950,0.264950,189576013
2023-07-10,0.264944,0.265732,0.258730,0.259439,0.259439,166114581
2023-07-11,0.261849,0.266392,0.261808,0.265187,0.265187,207501088
